Value,Category,Synthetic_data
Насос топливный со встроенным фильтром,набор деталей,True
 насос топливный с фильтром,набор деталей,True
 насос топливный с фильтрующим элементом,набор деталей,True
 насос топливный с фильтрацией,набор деталей,True
Поддон передач с фильтром.,набор деталей,True
насос топливный электрический с фильтром,набор деталей,True
бензонасос электрический погружной с фильтром,набор деталей,True
 бензонасос электрический погружной со встроенным фильтром,набор деталей,True
 бензонасос электрический погружной с фильтрующим элементом,набор деталей,True
 бензонасос электрический погружной с фильтрацией,набор деталей,True
 бензонасос электрический погружной с системой фильтрации.,набор деталей,True
Бачок насоса ГУР с крышкой и фильтром,набор деталей,True
 Бачок насоса ГУР с крышкой и фильтрующим элементом,набор деталей,True
 Бачок насоса ГУР с крышкой и системой фильтрации.,набор деталей,True
Насос со встроенным топливным фильтром,набор деталей,True
 Насос со встроенным фильтром топлива,набор деталей,True
 Насос с интегрированным фильтром горючего,набор деталей,True
 Насос с внутренним топливным фильтром,набор деталей,True
 Насос с топливным фильтром внутри.,набор деталей,True
Поддон АКПП в сборе с фильтром и прокладкой,набор деталей,True
Поддон АКПП в сборе с фильтроэлементом и прокладкой,набор деталей,True
Поддон АКПП в сборе с фильтровальным элементом и прокладкой,набор деталей,True
Поддон АКПП в сборе с фильтровочным элементом и прокладкой,набор деталей,True
Поддон АКПП в сборе с фильтрующим элементом и прокладкой.,набор деталей,True
поддон автоматической коробки передач с фильтром,набор деталей,True
поддон трансмиссии с фильтром,набор деталей,True
поддон КПП с фильтром,набор деталей,True
поддон коробки-автомат с фильтром,набор деталей,True
поддон передач с фильтром.,набор деталей,True
Фланец топливного бака с фильтром левый,набор деталей,True
 Фланец топливного бака с фильтром для левой стороны,набор деталей,True
 Фланец топливного бака с фильтром слева,набор деталей,True
 Фланец топливного бака с фильтром для левой части,набор деталей,True
 Фланец топливного бака с фильтром с левой стороны.,набор деталей,True
Узел подачи с интегрированным насосом и фильтром,набор деталей,True
Узел подачи с встроенным насосом и фильтровальным элементом,набор деталей,True
Узел подачи с насосом и фильтровальной системой,набор деталей,True
Узел подачи с насосом и фильтрационным устройством,набор деталей,True
Узел подачи с насосом и фильтрационным блоком.,набор деталей,True
Маслоохладитель с фильтром масла,набор деталей,True
 Маслоохладитель с фильтром для масла,набор деталей,True
Подкачивающий насос с фильтром грубой очистки,набор деталей,True
 Подкачивающий насос с фильтром грубого помола,набор деталей,True
 Подкачивающий насос с фильтром грубого отсева,набор деталей,True
 Подкачивающий насос с фильтром грубого разделения,набор деталей,True
 Подкачивающий насос с фильтром грубого просеивания.,набор деталей,True
расширительный бачок с угольным фильтром,набор деталей,True
расширительный бачок с фильтром из активированного угля,набор деталей,True
"расширительный бачок с фильтром, содержащим активированный уголь.",набор деталей,True
Шланг с фильтром жидкости для АКПП,набор деталей,True
 шланг с фильтром для автоматической коробки передач,набор деталей,True
 шланг с фильтром для трансмиссии,набор деталей,True
 шланг с фильтром для АКП,набор деталей,True
 шланг с фильтром для коробки-автомата.,набор деталей,True
Соединение электромагнитного клапана с воздушным фильтром,набор деталей,True
Соединение электромагнитного клапана с воздушным префильтром,набор деталей,True
Крышка корпуса с фильтром первичной очистки,набор деталей,True
Крышка корпуса с фильтром предварительной очистки,набор деталей,True
Крышка корпуса с фильтром базовой очистки,набор деталей,True
Крышка корпуса с фильтром начальной очистки,набор деталей,True
Крышка корпуса с фильтром грубого очищения.,набор деталей,True
 Радиатор масляный с фильтрующим элементом,набор деталей,True
 Радиатор масляный с системой фильтрации,набор деталей,True
 Радиатор масляный с фильтрационной установкой.,набор деталей,True
Патрубок маслозаборный в сборе с сетчатым фильтром,набор деталей,True
 Патрубок маслозаборный в сборе с фильтром-сеткой,набор деталей,True
 Патрубок маслозаборный в сборе с фильтром-ситом,набор деталей,True
 Патрубок маслозаборный в сборе с фильтровальной сеткой,набор деталей,True
 Патрубок маслозаборный в сборе с фильтрующим элементом.,набор деталей,True
Трубка приемная топливного бака с фильтром в сборе,набор деталей,True
Трубка топливного бака с фильтром,набор деталей,True
Трубка топливного бака с фильтрующим элементом,набор деталей,True
Трубка топливного бака с фильтровальной системой,набор деталей,True
Топливный фильтр.,набор деталей,True
Каталитический нейтрализатор с сажевым фильтром,набор деталей,True
 Каталитический нейтрализатор с фильтром для сажи,набор деталей,True
 Катализатор с сажевым фильтром,набор деталей,True
 Каталитический нейтрализатор с фильтром для частиц сажи.,набор деталей,True
трубопровод от топливного бака к фильтру,другая деталь,True
 трубопровод от бака к фильтру,другая деталь,True
 трубопровод от бака к фильтрующему устройству,другая деталь,True
 трубопровод от бензобака к фильтру,другая деталь,True
 трубопровод от бензобака к фильтрующему элементу,другая деталь,True
 подставка модуля управления датчика сажевого фильтра.,другая деталь,True
Трубопровод от фильтра к топливному насосу высокого давления,другая деталь,True
Трубопровод от фильтра к насосу высокого давления,другая деталь,True
Трубопровод от фильтра к топливному насосу,другая деталь,True
Трубопровод от фильтра к двигателю.,другая деталь,True
Трубка от топливного фильтра,другая деталь,True
 трубка от фильтра топлива,другая деталь,True
Маслоохладитель без масляного фильтра,другая деталь,True
 Маслоохладитель без фильтра масла,другая деталь,True
 Маслоохладитель без фильтрации масла,другая деталь,True
 Маслоохладитель без масляного фильтрационного устройства,другая деталь,True
"Трубка в сборе, выхлопная передняя с фильтром частиц, Opel, новая замена",другая деталь,True
"Передняя выхлопная трубка с фильтром частиц, Opel, новая замена",другая деталь,True
"Трубка выхлопная передняя с фильтром частиц, Opel, новая",другая деталь,True
Трубка в сборе выхлопная передняя с фильтром частиц,другая деталь,True
Трубка в сборе выхлопная передняя с фильтром,другая деталь,True
Трубка в сборе выхлопная передняя с фильтром частиц новая замена,другая деталь,True
Трубка в сборе выхлопная передняя с фильтром частиц новая,другая деталь,True
Трубка в сборе выхлопная передняя с фильтром частиц замена.,другая деталь,True
 трубка топливная-белая (для фильтра),другая деталь,True
 трубка топливная-белая (к фильтру),другая деталь,True
 трубка топливная-белая (от бака к фильтру),другая деталь,True
 трубка топливная-белая (для топливного фильтра),другая деталь,True
Кольцо уплотнительное (корпуса масляного фильтра),другая деталь,True
Кольцо уплотнительное (корпуса фильтра масла),другая деталь,True
Кольцо уплотнительное (корпуса фильтрации масла),другая деталь,True
Кольцо уплотнительное (корпуса масляной фильтрации),другая деталь,True
Кольцо уплотнительное (корпуса фильтра масла).,другая деталь,True
 шланг отвода картерных газов к воздушному фильтру,другая деталь,True
 шланг вентиляции картера к воздушному фильтру,другая деталь,True
 теплообменник без масляного фильтра,другая деталь,True
 теплообменник без корпуса масляного фильтра,другая деталь,True
 насос без фильтра,другая деталь,True
 насос без фильтрующего элемента,другая деталь,True
 насос без топливного фильтра.,другая деталь,True
 Трубки к фильтру грубой очистки,другая деталь,True
 Трубки к фильтру,другая деталь,True
 Трубки к грубому фильтру,другая деталь,True
 Трубки к фильтру грубой очистки в сборе,другая деталь,True
 Нейлоновые трубки к фильтру грубой очистки в сборе.,другая деталь,True
Трубки от фильтра к влагоотделителю.,другая деталь,True
 трубка топливная от фильтра тонкой очистки,другая деталь,True
 трубка топливная от фильтра к насосу высокого давления.,другая деталь,True
 Накладка заднего пола проверки топливного фильтра.,другая деталь,True
 трубка от фильтра грубой очистки к фильтру тонкой очистки,другая деталь,True
фильтр освещения щитка приборов,другой вид фильтра,True
 фильтр освещения с выпуклой крышкой,другой вид фильтра,True
 фильтр подсветки щитка приборов,другой вид фильтра,True
 фильтр подсветки с выпуклой крышкой,другой вид фильтра,True
 фильтр света щитка приборов,другой вид фильтра,True
 фильтр света с выпуклой крышкой,другой вид фильтра,True
 фильтр осветительных приборов,другой вид фильтра,True
 фильтр осветительных приборов с выпуклой крышкой,другой вид фильтра,True
 фильтр освещения приборной панели,другой вид фильтра,True
 фильтр освещения приборной панели с выпуклой крышкой.,другой вид фильтра,True
 световой фильтр,другой вид фильтра,True
 фильтр подсветки,другой вид фильтра,True
 фильтр освещения,другой вид фильтра,True
 фильтр света,другой вид фильтра,True
 фильтр для лампы подсветки,другой вид фильтра,True
 фильтр для комбинации приборов,другой вид фильтра,True
 фильтр для освещения комбинации приборов,другой вид фильтра,True
 фильтр для осветительной лампы.,другой вид фильтра,True
 фильтр противотуманной фары,другой вид фильтра,True
 фильтр-рассеиватель,другой вид фильтра,True
 противотуманный фильтр,другой вид фильтра,True
 фильтр-рассеиватель противотуманной фары,другой вид фильтра,True
 фильтр для противотуманной фары,другой вид фильтра,True
 противотуманный фильтр-рассеиватель,другой вид фильтра,True
 фильтр-рассеиватель для противотуманной фары,другой вид фильтра,True
 фильтр противотуманного рассеивателя,другой вид фильтра,True
 фильтр противотуманной оптики.,другой вид фильтра,True
Светофильтр,другой вид фильтра,True
 элемент светофильтра,другой вид фильтра,True
 накладка светофильтра,другой вид фильтра,True
 пластмассовая вставка светофильтра,другой вид фильтра,True
 деталь светофильтра,другой вид фильтра,True
 сменный светофильтр,другой вид фильтра,True
 цветной светофильтр,другой вид фильтра,True
 красный светофильтр,другой вид фильтра,True
 зелёный светофильтр,другой вид фильтра,True
 синий светофильтр.,другой вид фильтра,True
 Светофильтр-насадка,другой вид фильтра,True
 Светофильтр-линза,другой вид фильтра,True
 Светофильтр-отражатель,другой вид фильтра,True
 Светофильтр-преобразователь,другой вид фильтра,True
 Светофильтр-рассеиватель,другой вид фильтра,True
 Светофильтр-регулятор,другой вид фильтра,True
 Светофильтр-уловитель,другой вид фильтра,True
 Светофильтр-фрагмент,другой вид фильтра,True
 Светофильтр-элемент.,другой вид фильтра,True
 Линза светофильтра,другой вид фильтра,True
 Правый световой фильтр,другой вид фильтра,True
 радиофильтр,другой вид фильтра,True
 радиочастотный фильтр,другой вид фильтра,True
 фильтр-поглотитель радиопомех,другой вид фильтра,True
 фильтр-стабилизатор радиопомех,другой вид фильтра,True
 фильтр-ограничитель радиопомех,другой вид фильтра,True
 фильтр-протектор радиопомех,другой вид фильтра,True
 радиофильтр-модулятор,другой вид фильтра,True
 радиофильтр-стабилизатор.,другой вид фильтра,True
 оптический фильтр,другой вид фильтра,True
 фильтр подавления радиопомех,другой вид фильтра,True
 фильтр радиопомех,другой вид фильтра,True
 ультрафиолетовый фильтр,другой вид фильтра,True
 фильтр радиочастот,другой вид фильтра,True
 фильтр радиосигналов,другой вид фильтра,True
 фильтр шумов,другой вид фильтра,True
 фильтр помех,другой вид фильтра,True
 фильтр радиочастотного диапазона,другой вид фильтра,True
 фильтр радиочастотного спектра,другой вид фильтра,True
 фильтр радиоэфира,другой вид фильтра,True
 фильтр радиоизлучения.,другой вид фильтра,True
 видеофильтр,другой вид фильтра,True
 дисплейный фильтр,другой вид фильтра,True
 экранный фильтр,другой вид фильтра,True
 фильтр дисплея,другой вид фильтра,True
Светофильтр комбинированной фары,другой вид фильтра,True
 фильтр-протектор,другой вид фильтра,True
 боковой фильтр-рассеиватель,другой вид фильтра,True
 боковой световой фильтр,другой вид фильтра,True
 боковой фильтр-протектор.,другой вид фильтра,True
 стеклянный фильтр,другой вид фильтра,True
 желтое фильтрующее стекло,другой вид фильтра,True
 желтый светофильтр,другой вид фильтра,True
фильтр света панели приборов,другой вид фильтра,True
световой фильтр щитка приборов,другой вид фильтра,True
светофильтр панели приборов,другой вид фильтра,True
устройство для фильтрации света щитка приборов,другой вид фильтра,True
фильтр освещения с выпуклой крышкой,другой вид фильтра,True
фильтр света с выпуклой верхней частью,другой вид фильтра,True
осветительный фильтр с выпуклой поверхностью,другой вид фильтра,True
фильтр освещения с куполообразной крышкой,другой вид фильтра,True
фильтр света с куполообразным верхом,другой вид фильтра,True
фильтр света,другой вид фильтра,True
светофильтр,другой вид фильтра,True
фильтр для света,другой вид фильтра,True
устройство для фильтрации света,другой вид фильтра,True
прибор для фильтрации световых лучей,другой вид фильтра,True
фильтр для противотуманной фары,другой вид фильтра,True
фильтр для туманоподавляющей фары,другой вид фильтра,True
фильтр для фары против тумана,другой вид фильтра,True
"фильтр для фары, предотвращающей туман",другой вид фильтра,True
фильтр для противотуманного фонаря,другой вид фильтра,True
линза светофильтра,другой вид фильтра,True
линза светового фильтра,другой вид фильтра,True
линза для светофильтра,другой вид фильтра,True
линза фильтра для света,другой вид фильтра,True
линза устройства для фильтрации света,другой вид фильтра,True
радиочастотный фильтр,другой вид фильтра,True
фильтр для радиочастот,другой вид фильтра,True
устройство для фильтрации радиочастот,другой вид фильтра,True
прибор для фильтрации радиоволн,другой вид фильтра,True
фильтр для радиоволн,другой вид фильтра,True
фильтр радиопомех фильтр для радиопомех,другой вид фильтра,True
устройство для фильтрации радиопомех,другой вид фильтра,True
прибор для устранения радиопомех,другой вид фильтра,True
радиопомехоподавляющий фильтр,другой вид фильтра,True
фильтр для подавления радиопомех,другой вид фильтра,True
средство для устранения радиошумов,другой вид фильтра,True
устройство для снижения радиошумов,другой вид фильтра,True
фильтр для снижения радиопомех,другой вид фильтра,True
механизм для подавления радиошумов,другой вид фильтра,True
радиопомехоустраняющий фильтр,другой вид фильтра,True
устройство для устранения радиоинтерференций,другой вид фильтра,True
фильтр для уменьшения радиопомех,другой вид фильтра,True
элемент для подавления радиоинтерференций,другой вид фильтра,True
устройство для снижения уровня радиошумов,другой вид фильтра,True
оптический фильтр,другой вид фильтра,True
фильтр для оптики,другой вид фильтра,True
устройство для фильтрации оптических сигналов,другой вид фильтра,True
фильтр для световых волн,другой вид фильтра,True
Оптический фильтр,другой вид фильтра,True
фильтр для световых волн оптический светофильтр,другой вид фильтра,True
фильтр для оптических сигналов,другой вид фильтра,True
оптический световой фильтр,другой вид фильтра,True
прибор для фильтрации светового излучения,другой вид фильтра,True
устройство для фильтрации видимого спектра,другой вид фильтра,True
фильтр для видимого света,другой вид фильтра,True
оптический светопоглощающий фильтр,другой вид фильтра,True
устройство для поглощения световых волн,другой вид фильтра,True
дисплейный фильтр,другой вид фильтра,True
фильтр для дисплея,другой вид фильтра,True
устройство для фильтрации изображения на дисплее,другой вид фильтра,True
прибор для фильтрации отображаемого контента,другой вид фильтра,True
фильтр для экрана,другой вид фильтра,True
Дисплейный фильтр,другой вид фильтра,True
устройство для фильтрации изображения на экране,другой вид фильтра,True
экранный фильтр,другой вид фильтра,True
устройство для фильтрации изображений на экране,другой вид фильтра,True
фильтр для визуального контента,другой вид фильтра,True
прибор для фильтрации визуальных данных,другой вид фильтра,True
фильтр для отображения информации,другой вид фильтра,True
устройство для фильтрации графических данных,другой вид фильтра,True
фильтр для графического контента,другой вид фильтра,True
прибор для фильтрации видеоконтента,другой вид фильтра,True
устройство для фильтрации видеизображений,другой вид фильтра,True
Радиочастотный фильтр,другой вид фильтра,True
радиочастотный фильтрующий элемент,другой вид фильтра,True
устройство для фильтрации электромагнитных волн,другой вид фильтра,True
прибор для обработки радиосигналов,другой вид фильтра,True
фильтр для электромагнитных колебаний,другой вид фильтра,True
устройство для фильтрации высокочастотных сигналов,другой вид фильтра,True
фильтр для высокочастотных волн,другой вид фильтра,True
радиочастотное фильтрующее устройство,другой вид фильтра,True
прибор для отсеивания радиочастот,другой вид фильтра,True
фильтр для отсеивания радиоволн,другой вид фильтра,True
Трубопровод от подкачивающего насоса к фильтру,другая деталь,True
труба от насоса к очистителю,другая деталь,True
труба от помпы к очищающему устройству,другая деталь,True
труба от качающего устройства к очистителю,другая деталь,True
шланг от насоса до фильтра,другая деталь,True
шланг от помпы до фильтра,другая деталь,True
труба от подкачивающей системы к фильтру,другая деталь,True
шланг от подкачивающего устройства к фильтру,другая деталь,True
линия от насоса до очистителя,другая деталь,True
линия от помпы до очистителя,другая деталь,True
трубопровод от фильтра к топливному насосу высокого давления,другая деталь,True
труба от очистителя к насосу высокого давления,другая деталь,True
шланг от фильтра к насосу высокого давления,другая деталь,True
линия от фильтра к высокому давлению насоса,другая деталь,True
трубопровод от очистителя до насоса высокого давления,другая деталь,True
Трубка от фильтра топлива,другая деталь,True
трубопровод от очистителя топлива,другая деталь,True
шланг от очистителя топлива,другая деталь,True
линия от фильтра топлива,другая деталь,True
трубопровод от фильтра для топлива,другая деталь,True
шланг от фильтра для топлива,другая деталь,True
труба от фильтра для горючего,другая деталь,True
линия от фильтрующего элемента для топлива,другая деталь,True
трубопровод от очистительного устройства для топлива,другая деталь,True
шланг от устройства для очистки топлива,другая деталь,True
маслоохладитель без масляного фильтра,другая деталь,True
охлаждающее устройство масла без фильтра,другая деталь,True
прибор для охлаждения масла без фильтрующего элемента,другая деталь,True
"устройство для охлаждения масла, не имеющее фильтра",другая деталь,True
охладитель масла без фильтрации,другая деталь,True
"передняя выхлопная труба с фильтром частиц для Opel, новая деталь",другая деталь,True
"передний выхлопной элемент с фильтром частиц Opel, новая установка",другая деталь,True
"передняя часть выхлопной системы с фильтром частиц для Opel, новый компонент",другая деталь,True
"передняя труба выхлопа с фильтром частиц для автомобиля Opel, новая часть",другая деталь,True
Трубка топливная-белая (для фильтра),другая деталь,True
белая труба для подачи топлива к фильтру,другая деталь,True
белый шланг для подачи топлива к очистителю,другая деталь,True
белая линия для подачи топлива к устройству фильтрации,другая деталь,True
белая труба для топлива к фильтру,другая деталь,True
белый шланг для топлива к фильтру,другая деталь,True
белая труба для подачи топлива к очистительному элементу,другая деталь,True
белый шланг для подачи топлива к очистительному устройству,другая деталь,True
кольцо уплотнительное (корпуса фильтра масла),другая деталь,True
уплотнительное кольцо для корпуса масляного фильтра,другая деталь,True
уплотнение для корпуса фильтра масла,другая деталь,True
кольцевое уплотнение корпуса масляного фильтра,другая деталь,True
уплотняющее кольцо для корпуса фильтра масла,другая деталь,True
трубопровод от фильтра к ТНВД,другая деталь,True
труба от очистителя к топливному насосу высокого давления,другая деталь,True
шланг от фильтра к топливному насосу высокого давления,другая деталь,True
труба от фильтра к насосу высокого давления,другая деталь,True
шланг от фильтра до насоса высокого давления,другая деталь,True
линия от фильтрующего элемента до насоса высокого давления,другая деталь,True
трубопровод от фильтра к устройству высокого давления,другая деталь,True
шланг от фильтра к устройству высокого давления,другая деталь,True
линия от фильтра к системе высокого давления,другая деталь,True
трубопровод от фильтра к системе высокого давления,другая деталь,True
шланг от фильтра к системе высокого давления,другая деталь,True
линия от фильтра к насосу высокого давления,другая деталь,True
трубопровод от фильтра к механизму высокого давления,другая деталь,True
нейлоновые трубки к фильтру грубой очистки в сборе,другая деталь,True
нейлоновые шланги к фильтру грубой очистки,другая деталь,True
нейлоновые линии к фильтру грубой очистки,другая деталь,True
нейлоновые элементы к фильтру грубой очистки,другая деталь,True
нейлоновые компоненты к фильтру грубой очистки,другая деталь,True
РАДИО И ПРОИГРЫВАТЕЛЬ КОМПАКТ-ДИСКОВ,другая деталь,True
радиоприемник и CD-проигрыватель,другая деталь,True
радиоустройство и проигрыватель компакт-дисков,другая деталь,True
радиоаппаратура и CD-плеер,другая деталь,True
радиоприемник и устройство для воспроизведения компакт-дисков,другая деталь,True
радиостанция и CD-проигрыватель,другая деталь,True
радиоприемник и CD-плеер,другая деталь,True
воздуховод (от фильтра к инжектору),другая деталь,True
трубопровод от фильтра к инжектору,другая деталь,True
шланг от фильтра к инжектору,другая деталь,True
линия от фильтра к инжекторному устройству,другая деталь,True
трубопровод от очистителя к инжектору,другая деталь,True
"жгут проводов, используемый с фильтром",другая деталь,True
набор проводов для использования с фильтром,другая деталь,True
комплект проводов для работы с фильтром,другая деталь,True
система проводов для соединения с фильтром,другая деталь,True
жгут проводов для подключения к фильтру,другая деталь,True
набор проводов для подключения к фильтру,другая деталь,True
комплект проводов для соединения с фильтром,другая деталь,True
система проводов для работы с фильтром,другая деталь,True
жгут проводов для взаимодействия с фильтром,другая деталь,True
набор проводов для взаимодействия с фильтром,другая деталь,True
комплект проводов для интеграции с фильтром,другая деталь,True
система проводов для интеграции с фильтром,другая деталь,True
жгут проводов для коммуникации с фильтром,другая деталь,True
набор проводов для коммуникации с фильтром,другая деталь,True
комплект проводов для коммуникации с фильтром,другая деталь,True
"панель, проверки топливного фильтра",другая деталь,True
панель для проверки топливного фильтра,другая деталь,True
устройство для проверки топливного фильтра,другая деталь,True
прибор для контроля состояния топливного фильтра,другая деталь,True
панель для тестирования топливного фильтра,другая деталь,True
"радиоприемник, проигрыватель компакт-дисков и мобильный телефон",другая деталь,True
"радиоустройство, CD-плеер и смартфон",другая деталь,True
"радиоаппаратура, CD-проигрыватель и сотовый телефон",другая деталь,True
"радиостанция, CD-плеер и мобильное устройство связи",другая деталь,True
"радиоприемник, CD-плеер и портативный телефон",другая деталь,True
"радиоприемник, CD-плеер и мобильное устройство",другая деталь,True
"радиоустройство, CD-проигрыватель и мобильное устройство",другая деталь,True
"радиоаппаратура, CD-плеер и портативное устройство связи",другая деталь,True
"радиостанция, CD-проигрыватель и портативное устройство",другая деталь,True
"радиоприемник, CD-проигрыватель и мобильное устройство",другая деталь,True
накладка заднего пола проверки топливного фильтра,другая деталь,True
панель заднего пола для проверки топливного фильтра,другая деталь,True
элемент заднего пола для контроля топливного фильтра,другая деталь,True
устройство заднего пола для тестирования топливного фильтра,другая деталь,True
накладка заднего пола для проверки состояния топливного фильтра,другая деталь,True
панель заднего пола для тестирования топливного фильтра,другая деталь,True
элемент заднего пола для контроля состояния топливного фильтра,другая деталь,True
устройство заднего пола для проверки топливного фильтра,другая деталь,True
накладка заднего пола для тестирования топливного фильтра,другая деталь,True
панель заднего пола для диагностики топливного фильтра,другая деталь,True
"кронштейн, модуля управления датчика сажевого фильтра",другая деталь,True
"крепление, модуля управления датчиком сажевого фильтра",другая деталь,True
"держатель, модуля управления датчика сажистого фильтра",другая деталь,True
"фиксатор, модуля управления сенсором сажевого фильтра",другая деталь,True
"опора, модуля управления сажевым фильтром",другая деталь,True
"основание, модуля управления датчиком сажевого фильтра",другая деталь,True
"поддержка, модуля управления датчиком сажевого фильтра",другая деталь,True
"опорная конструкция, модуля управления сажевым фильтром",другая деталь,True
"крепёжная деталь, модуля управления сенсором сажи",другая деталь,True
"фиксирующая часть, модуля управления сажевым фильтром",другая деталь,True
